video_id,title,description,published_at,position,view_count,like_count,comment_count,comments_disabled,duration_iso,duration_sec,definition,caption,licensed,tags,category_id,audio_language,live_status,year,age_days,is_live,is_short,duration_min,engagement_rate,comment_rate,views_per_day
6Nt7QwcSsRo,"‘My Love Songs’, all the best love songs by Bocelli. Listen now on all streaming platforms!",,2024-02-14 14:19:41+00:00,61,74016,6165,110,False,PT1M1S,61,hd,false,False,,10,en-GB,none,2024,937,False,False,1.0166666666666666,0.08329280155642023,0.0014861651534803285,78.99252934898612
oV5PTNIHB14,"Andrea Bocelli, Matteo Bocelli, Virginia Bocelli - Silent Night (from Monte Bianco)","Title of the song: Silent Night 
(Live from Monte Bianco, Italy)
The Deluxe Edition of Andrea, Matteo & Virginia Bocelli’s magical album ‘A Family Christmas’ - Deluxe Edition, featuring four brand new recordings and five additional bonus track.
Listen / Order the album here: https://andreabocelli.lnk.to/FamilyChristmasDeluxeID
In collaboration with Valle D’Aosta - SkyWay Monte Bianco - Courmayeur Monte Bianco

This video was shot live at 3.466 meters on the SKYWAY Monte Bianco, Valle D’Aosta - Italy.Special thanks to CVA Energie.

Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/
#AndreaBocelli #Bocelli 


Directed by Riccardo Guernieri & Luca Scota

Excecutive Producers: Veronica Berti Bocelli for Almud - Francesco Pasquero for Maverick - Marco Marchesi Morselli for White Owl Tribe 

Associate Producers: Alessandro Padovan - Francesco Battisti

Director of Photography: Marco Bassano

Video Service and sound design: Strani Rumori Studio Multimedia
Editing: Riccardo Guernieri
Cameras: Jacopo Pietrucci - Luciano Desiati - Gianni Gaudenzi - Cristian Alberini
Drone Pilot: Emanuele Brambilla
Drone Operator: Diego Orel
Audio PD: Vanni Tagliavento
Production Co-ordinator for Strani rumori Studio Multimedia: Nicolo Baronci
Sound Design: William Antico
Backstage: Simone Sedevcic
Colourist: Riccardo Guernieri
Gaffer: Carmelo Scordia
Electrician: Giancarlo Albergo
Photographer: Luca Rossetti
Stylist: Ilaria Bartalini

Special thanks to Federica Bieller - Maria Lagazzi - Bella Vanacore Falco - Luigi Canavo - Raffaella Scalisi - Thomas Cantele - Laredo Musica

Andrea Bocelli & Matteo Bocelli wear
Stefano Ricci (Styled by Elisabetta Bardelli Ricci)

Virginia Bocelli wears Monnalisa

Please visit
www.andreabocelli.com
https://www.matteobocelli.it/
www.lovevda.it


Music video by Andrea Bocelli, Matteo Bocelli, Virginia Bocelli performing Silent Night (from Monte Bianco). A Decca/Capitol Records Recording; © 2023 Andrea & Matteo Bocelli, under exclusive licence to Universal Music Operations Ltd

http://vevo.ly/hvyW0p",2023-12-22 05:00:25+00:00,62,425394,11617,469,False,PT2M46S,166,hd,false,True,Andrea Bocelli|Matteo Bocelli|Virginia Bocelli|Decca (UMO) (Classics)|Holiday,10,it,none,2023,992,False,False,2.7666666666666666,0.027308800782333553,0.0011025073226232623,428.82459677419354
1STyaZA7-BY,"Andrea Bocelli, Matteo Bocelli - Holy Night / Cantique de Noël (The Chosen Performance)","Andrea Bocelli & Matteo Bocelli 
Cantique de Noël (Duet Version) Official Video
A Family Christmas (Deluxe Edition): Listen here: https://AndreaBocelli.lnk.to/FamilyChristmasDeluxeID
‘The Chosen’ Tv Series: https://linktr.ee/thechosentvseries

""Cantique De Noel” audio credit
Performed by Andrea Bocelli & Matteo Bocelli
Written by Adolphe Adam & Placide Cappeau
Translated by John Dwight
Arr. William Ross & J. Van Der Saag
Courtesy of Sugar Srl / Decca Record / Capitol Record
Published by Almud Ed. Musicali / Peermusic III, LTD (BMI) / Sugar Srl

Management:    
Veronica Bocelli for Almud
Francesco Pasquero for Maverick 
Assisted by Valentina Pianezzi

Production Credit

Location
Henraux Spa - Cava Cervaiole, Monte Altissimo, Seravezza
Special thanks to Paolo Carli       
 
Video
Director Gaetano Morbioli 
Director of Photography Marco Cuzzupoli 
Producer Tom Newman 
Producer Katherine Warnock 
Account Manager Laura Castellotti 

Production Assistant Massimiliano Urbani 
1st AC Stephen Cornacchia 
2nd AC Andrea Martella 
Steadycam Operator Giuseppe Torcaso 
Jimmy Jib Operator Gianpiero Gritti 
Focus Puller Jimmy Jib Luca Cacciatori 
Gaffer Matteo Piras 
Electrician Simone Wang 
Prop Designer Roberto Nespoli 
Chief Machinist Claudio Conti 
Assistant Gaffer Alessio Palombi 
Drone Pilot Giovanni Raiola 
Prop designer Roberto Nespoli 
Quarry Location Workers Claudio Conti Palombi Alessio Nespoli Roberto Daniele Mantovani Michele Giannelli Sergio Silvestri Riccardo Angelini Driver Marco De Angelis 
Piano Movers Alessio Marchesini Massimo Mazzarisi 

Wardrobe Stefano Ricci 
Styled by Elisabetta Bardelli Ricci 
Makeup Artist Antonella Melani 

Follow Andrea Bocelli
Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/
#AndreaBocelli #Bocelli 
Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Matteo Bocelli
Facebook: https://www.facebook.com/matteobocelli 
TikTok: https://www.tiktok.com/@matteo.bocelli
Instagram: https://www.instagram.com/matteobocelli
Twitter: https://twitter.com/bocelli_matteo

Music video by Andrea Bocelli, Matteo Bocelli performing Holy Night (The Chosen Performance). 

A Decca/Capitol Records Recording; © 2023 Andrea & Matteo Bocelli, under exclusive licence to Universal Music Operations Ltd",2023-12-18 09:00:02+00:00,63,2954201,52857,2056,False,PT4M26S,266,hd,false,True,Andrea Bocelli|Matteo Bocelli|Decca (UMO) (Classics)|Holiday,10,en,none,2023,995,False,False,4.433333333333334,0.017892147487594785,0.0006959580610797979,2969.046231155779
JWuLraQ1Ygo,"Andrea Bocelli, Matteo Bocelli - The Lord’s Prayer (Live from Monte Bianco)","Taken from the Deluxe Edition of Andrea, Matteo & Virginia Bocelli’s magical album ‘A Family Christmas’ - Deluxe Edition, featuring four brand new recordings and five additional bonus tracks.
Listen / Order the album here: https://andreabocelli.lnk.to/FamilyChristmasDeluxeID 

Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/
#AndreaBocelli #Bocelli 

A White Owl Production 
Directed by Riccardo Guernieri
Luca Scota
 
Excecutive Producers
Marco Marches Morselli for White Owl Tribe
Veronica Berti for Almud
Francesco Pasquero for Maverick
 
Associate Producers
Alessandro Padovan
Francesco Battisti
 
Audio and Video Crew
Marco Bassano
 
Video Service and sound design
Strani Rumori Studio Multimedia
 
Editing 
Riccardo Guernieri
 
Cameras
Jacopo Pietrucci
Luciano Desiati
Gianni Gaudenzi
Cristian Alberini 
 
Drone Pilot
Emanuele Brambilla 
 
Drone Operator
Diego Orel
 
Audio PD
Vanni Tagliavento
 
Production Co-ordinator for Strani Media
Nicolo Baronci
 
Sound Design
William Antico
 
Backstage 
Simone Sedevcic
 
Colourist
Riccardo Guernieri
 
Gaffer
Carmelo Scordia
 
Electrician 
Giancarlo Albergo
 
Electrician
Giancarlo Albergo
 
Production co-ordinator
Valentina Brossa
 
Photographer
Luca Rossetti
 
In collaboration with 
Valle D’Aosta
Sky Monet Bianco
Courmayeur Monet Bianco
 
This video was shot at SKY WAY Monte Bianco
Valle D’Aosta - Italy
Special thanks to CVA Energie
Please visit www.lovevda.it
 
The producers which to thank
Frederica Bieller
Maria Lagazzi
Bella Vanacore Falco
Luigi Canavo
Raffaella Scalisi
Thomas Cantele
Laredo Musica
 
Special thanks to:
 
Artistic Director
Stefano Scozzese
 
Media Management at Scozzese
Luca Oldini
 
Ufficio Stampa Mn Italia
Marianna Petruzzi
 
Andrea Bocelli wears
Stefano Ricci

Music video by Andrea Bocelli, Matteo Bocelli, Virginia Bocelli performing The Lord’s Prayer (from Monte Bianco). A Decca/Capitol Records Recording; © 2023 Andrea & Matteo Bocelli, under exclusive licence to Universal Music Operations Ltd

http://vevo.ly/sA3If5",2023-12-15 05:00:09+00:00,64,1416378,34455,1696,False,PT4M23S,263,hd,false,True,Andrea Bocelli|Matteo Bocelli|Virginia Bocelli|Decca (UMO) (Classics)|Holiday,10,it,none,2023,999,False,False,4.383333333333334,0.024326133277980878,0.0011974204626166178,1417.7957957957958
vvRFXsGQiPU,"Andrea Bocelli, Matteo Bocelli, Virginia Bocelli - White Christmas (from Monte Bianco)","Taken from the Deluxe Edition of Andrea, Matteo & Virginia Bocelli’s magical album ‘A Family Christmas’ - Deluxe Edition, featuring four brand new recordings and five additional bonus tracks.
Listen / Order the album here: https://andreabocelli.lnk.to/FamilyChristmasDeluxeID 

Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/
#AndreaBocelli #Bocelli 

A White Owl Production 
Directed by Riccardo Guernieri
Luca Scota
 
Excecutive Producers
Marco Marches Morselli for White Owl Tribe
Veronica Berti for Almud
Francesco Pasquero for Maverick
 
Associate Producers
Alessandro Padovan
Francesco Battisti
 
Audio and Video Crew
Marco Bassano
 
Video Service and sound design
Strani Rumori Studio Multimedia
 
Editing 
Riccardo Guernieri
 
Cameras
Jacopo Pietrucci
Luciano Desiati
Gianni Gaudenzi
Cristian Alberini 
 
Drone Pilot
Emanuele Brambilla 
 
Drone Operator
Diego Orel
 
Audio PD
Vanni Tagliavento
 
Production Co-ordinator for Strani Media
Nicolo Baronci
 
Sound Design
William Antico
 
Backstage 
Simone Sedevcic
 
Colourist
Riccardo Guernieri
 
Gaffer
Carmelo Scordia
 
Electrician 
Giancarlo Albergo
 
Electrician
Giancarlo Albergo
 
Production co-ordinator
Valentina Brossa
 
Photographer
Luca Rossetti
 
In collaboration with 
Valle D’Aosta
Sky Monet Bianco
Courmayeur Monet Bianco
 
This video was shot at SKY WAY Monte Bianco
Valle D’Aosta - Italy
Special thanks to CVA Energie
Please visit www.lovevda.it
 
The producers which to thank
Frederica Bieller
Maria Lagazzi
Bella Vanacore Falco
Luigi Canavo
Raffaella Scalisi
Thomas Cantele
Laredo Musica
 
Special thanks to:
 
Artistic Director
Stefano Scozzese
 
Media Management at Scozzese
Luca Oldini
 
Ufficio Stampa Mn Italia
Marianna Petruzzi
 
Andrea Bocelli wears
Stefano Ricci

Music video by Andrea Bocelli, Matteo Bocelli, Virginia Bocelli performing White Christmas (from Monte Bianco). A Decca/Capitol Records Recording; © 2023 Andrea & Matteo Bocelli, under exclusive licence to Universal Music Operations Ltd

http://vevo.ly/0LBDeb",2023-12-13 05:00:27+00:00,65,277129,7612,358,False,PT3M56S,236,hd,false,True,Andrea Bocelli|Matteo Bocelli|Virginia Bocelli|Decca (UMO) (Classics)|Holiday,10,en,none,2023,1001,False,False,3.933333333333333,0.027467352749080753,0.0012918171681779965,276.8521478521479
hubDvbETH2E,Il Giorno Piu Speciale (Live from Monte Bianco),"Andrea Bocelli, Matteo Bocelli, Virginia Bocelli - Il Giorno Piu Speciale (Live from Monte Bianco)

Original version of ’Il Giorno Piu Speciale’ available on the Deluxe Edition of Andrea, Matteo & Virginia Bocelli’s magical album ‘A Family Christmas’ - Deluxe Edition, featuring four brand new recordings and five additional bonus track.
Listen / Order the album here: https://andreabocelli.lnk.to/FamilyChristmasDeluxeID
In collaboration with Valle D’Aosta - SkyWay Monte Bianco - Courmayeur Monte Bianco

This video was shot live at 3.466 meters on the SKYWAY Monte Bianco, Valle D’Aosta - Italy.Special thanks to CVA Energie.

Directed by Riccardo Guernieri & Luca Scota

Excecutive Producers: Veronica Berti Bocelli for Almud - Francesco Pasquero for Maverick - Marco Marchesi Morselli for White Owl Tribe 

Associate Producers: Alessandro Padovan - Francesco Battisti

Director of Photography: Marco Bassano

Video Service and sound design: Strani Rumori Studio Multimedia
Editing: Riccardo Guernieri
Cameras: Jacopo Pietrucci - Luciano Desiati - Gianni Gaudenzi - Cristian Alberini
Drone Pilot: Emanuele Brambilla
Drone Operator: Diego Orel
Audio PD: Vanni Tagliavento
Production Co-ordinator for Strani rumori Studio Multimedia: Nicolo Baronci
Sound Design: William Antico
Backstage: Simone Sedevcic
Colourist: Riccardo Guernieri
Gaffer: Carmelo Scordia
Electrician: Giancarlo Albergo
Photographer: Luca Rossetti
Stylist: Ilaria Bartalini

Special thanks to Federica Bieller - Maria Lagazzi - Bella Vanacore Falco - Luigi Canavo - Raffaella Scalisi - Thomas Cantele - Laredo Musica

Andrea Bocelli & Matteo Bocelli wear
Stefano Ricci (Styled by Elisabetta Bardelli Ricci)

Virginia Bocelli wears Monnalisa

Please visit
www.andreabocelli.com
https://www.matteobocelli.it/
www.lovevda.it

Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/
#AndreaBocelli #Bocelli 

Music video by Andrea Bocelli, Matteo Bocelli, Virginia Bocelli performing Il Giorno Piu Speciale (from Monte Bianco). A Decca/Capitol Records Recording; © 2023 Andrea & Matteo Bocelli, under exclusive licence to Universal Music Operations Ltd

http://vevo.ly/thXxTp",2023-11-22 05:00:24+00:00,66,243607,8038,401,False,PT3M22S,202,hd,true,True,Andrea|Bocelli|Matteo|Virginia|Giorno|Piu|Speciale|(from|Monte|Bianco)|Decca|(UMO)|(Classics)|Holiday,10,it,none,2023,1022,False,False,3.3666666666666667,0.03299576777350405,0.0016460939135574922,238.36301369863014
dgGc5r6cSuk,"The Greatest Gift (Live from Monte Bianco, Italy)","Andrea Bocelli, Matteo Bocelli & Virginia Bocelli - The Greatest Gift (Live from Monte Bianco, Italy)
Original version of ’The Greatest Gift’ available on the Deluxe Edition of Andrea, Matteo & Virginia Bocelli’s magical album ‘A Family Christmas’ - Deluxe Edition, featuring four brand new recordings and five additional bonus track. Available everywhere now - https://andreabocelli.lnk.to/FamilyChristmasDeluxeID


In collaboration with Valle D’Aosta - SkyWay Monte Bianco - Courmayeur Monte Bianco

This video was shot live at 3.466 meters on the SKYWAY Monte Bianco, Valle D’Aosta - Italy.Special thanks to CVA Energie.

Directed by Riccardo Guernieri & Luca Scota

Excecutive Producers: Veronica Berti Bocelli for Almud - Francesco Pasquero for Maverick - Marco Marchesi Morselli for White Owl Tribe 

Associate Producers: Alessandro Padovan - Francesco Battisti

Director of Photography: Marco Bassano

Video Service and sound design: Strani Rumori Studio Multimedia
Editing: Riccardo Guernieri
Cameras: Jacopo Pietrucci - Luciano Desiati - Gianni Gaudenzi - Cristian Alberini
Drone Pilot: Emanuele Brambilla
Drone Operator: Diego Orel
Audio PD: Vanni Tagliavento
Production Co-ordinator for Strani rumori Studio Multimedia: Nicolo Baronci
Sound Design: William Antico
Backstage: Simone Sedevcic
Colourist: Riccardo Guernieri
Gaffer: Carmelo Scordia
Electrician: Giancarlo Albergo
Photographer: Luca Rossetti
Stylist: Ilaria Bartalini

Special thanks to Federica Bieller - Maria Lagazzi - Bella Vanacore Falco - Luigi Canavo - Raffaella Scalisi - Thomas Cantele - Laredo Musica

Andrea Bocelli & Matteo Bocelli wear Stefano Ricci (Styled by Elisabetta Bardelli Ricci)

Virginia Bocelli wears Monnalisa

Please visit
www.andreabocelli.com
https://www.matteobocelli.it/
www.lovevda.it


Music video by Andrea Bocelli, Matteo Bocelli, Virginia Bocelli performing The Greatest Gift (from Monte Bianco). A Decca/Capitol Records Recording; © 2023 Andrea & Matteo Bocelli, under exclusive licence to Universal Music Operations Ltd

http://vevo.ly/3Jgfsc",2023-11-17 05:00:24+00:00,67,3348903,58750,1803,False,PT3M58S,238,hd,true,True,Andrea|Bocelli|Matteo|Virginia|The|Greatest|Gift|(from|Monte|Bianco)|Decca|(UMO)|(Classics)|Holiday,10,it,none,2023,1027,False,False,3.966666666666667,0.017543058129781602,0.0005383852563063188,3260.8597857838363
YnwEZkIfjIo,Andrea and Virginia Bocelli - Winter Wonderland Lyric Video,"‘Winter Wonderland’ is from the Deluxe Edition of Andrea, Matteo & Virginia Bocelli’s magical album ‘A Family Christmas’, featuring four brand new recordings and five additional bonus tracks ‘A Family Christmas’ Deluxe Edition is available to order now: 

A Family Christmas Deluxe Edition” order here: https://andreabocelli.lnk.to/FamilyChristmasDeluxe

Management: 
Veronica Bocelli for Almud // Francesco Pasquero, Scott Rodger, Lucie Panton for Maverick

Follow Andrea Bocelli: 
https://www.facebook.com/andreabocelli
https://www.instagram.com/andreabocelliofficial
https://twitter.com/AndreaBocelli
https://www.tiktok.com/@andreabocelliof

Follow Virginia:
https://www.facebook.com/virginiabocelli
https://www.instagram.com/virginiabocelli
https://twitter.com/virginiabocelli
https://www.tiktok.com/@virginiabocelli

#afamilychristmas #andreabocelli",2023-11-14 19:33:58+00:00,68,164992,5119,282,False,PT2M34S,154,hd,false,False,,10,en-GB,none,2023,1029,False,False,2.566666666666667,0.031025746702870442,0.0017091737781225757,160.34207968901848
-p0gukNh-q8,Andrea Bocelli - “Festa” (From the John Lewis Christmas Advert 2023) Official Video,"Listen here: https://AndreaBocelli.lnk.to/FestaID

Watch the TV advert here: https://youtu.be/5y0fGsQU5zg?si=Kni4HC2DT5Hzqnh7

Join Andrea’s mailing list to receive updates about the “A Bocelli Family Christmas”: https://AndreaBocelli.lnk.to/Newslett…

Management:                
Veronica Bocelli for Almud
Francesco Pasquero / Scott Rodger / Jay Barbour / Lucie Panton / Kristina Keliris for Maverick 

Production Credits
Production House: Strani Rumori Studio Multimedia
Directed by Riccardo Guernieri & Diletta Fernandez
Director of Photography: Riccardo Marianeschi
Editing: Diletta Fernandez
Cameras: Riccardo Marianeschi - Riccardo Guernieri - Jacopo Pietrucci - Luciano Desiati 
DIT & Camera Assistant: Nicolò Baronci
Colourist for Strani Rumori  Studio Multimedia: Scota Luca
Set designer: Ilaria Bartalini
Style: Andrea Bocelli wears Stefano Ricci, styled by Elisabetta Ricci Bardelli

For Saatchi & Saatchi
CCO: Franki Goodwin
EXECUTIVE CREATIVE DIRECTOR: Paddy Fraser
SENIOR CREATIVES: Alex Kosterman, Avani Maan
EXECUTIVE DESIGN DIRECTOR: Nathan Crawford 
CHARACTER DESIGN: Kris Miklos
DESIGN TEAM: Simon Anderton, James Crickmore
CHIEF STRATEGY OFFICER: Richard Huntington
HEAD OF STRATEGY:  Sam Wise
SENIOR PLANNER: Polly Goodman
MANAGING DIRECTOR: Sarah Jenkins
MANAGING PARTNER: Humphrey Taylor
BUSINESS LEAD: Rania Kouros
ACCOUNT DIRECTOR: Jack Steer
CHIEF PRODUCTION OFFICER: Jessica Ringshall
EXECUTIVE PRODUCTION DIRECTOR: Sam Robinson
AGENCY PRODUCER: Alex Pemberton
PRODUCTION ASSISTANT: Grace McDonagh

Riff Raff Films
DIRECTOR: Megaforce
PRODUCERS: Richard Weager, Tracey Cooper 
EXEC PRODUCER: Matthew Fone
PRODUCTION MANAGER: Savvas Stavrou
PRODUCTION ASSISTANTS: Rosa Galvin, Maddy Smith
DOP: Matias Boucard
1ST AD: Chris Kelly 
PRODUCTION DESIGNER: Marco Puig

Wake The Town
MUSIC SUPERVISOR: Dom Bastyra
MUSIC WRITERS & PRODUCERS: Le Feste Antonacci
PERFORMED BY: Maestro Andrea Bocelli
STUDIO SOUND ENG: Pierpaolo Guerrini",2023-11-14 09:00:00+00:00,69,251560,5094,316,False,PT2M48S,168,hd,false,False,,10,en-GB,none,2023,1029,False,False,2.8,0.020249642232469393,0.001256161551916044,244.47035957240038
YN3_tY7KIEA,"Andrea Bocelli, Virginia Bocelli - E'Natale! (Visualiser)","‘E'Natale!"" from the Deluxe Edition of Andrea, Matteo & Virginia Bocelli’s magical album ‘A Family Christmas’, featuring four brand new recordings and five additional bonus tracks ‘A Family Christmas’ Deluxe Edition is out now: 

Listen to ‘E'Natale!’ and order the album here: https://AndreaBocelli.lnk.to/FamilyChristmasDeluxeID
 
Join Andrea’s mailing list to receive updates about the “A Bocelli Family Christmas”: https://AndreaBocelli.lnk.to/NewsletterID 


Management:              Veronica Bocelli for Almud
                                       Francesco Pasquero/Scott Rodger/Lucie Panton for Maverick
 
Follow Andrea Bocelli: 
Facebook - https://www.facebook.com/AndreaBocelli 
Instagram - https://www.instagram.com/AndreaBocelli 
Twitter - https://twitter.com/AndreaBocelli 
YouTube -  https://www.youtube.com/user/andreabocelli
TikTok - https://www.tiktok.com/@andreabocelliof 

Follow Virginia: 
Instagram: https://www.instagram.com/virginiabocelli
TikTok: https://www.tiktok.com/@virginiabocelli 
Facebook: https://www.facebook.com/virginiabocelli 
Twitter: https://twitter.com/virginiabocelli 

Music video by Andrea Bocelli, Matteo Bocelli, Virginia Bocelli performing E'Natale! (Visualiser). A Decca/Capitol Records Recording; © 2023 Andrea Bocelli, under exclusive licence to Universal Music Operations Limited

http://vevo.ly/nI0QfW",2023-11-10 00:00:18+00:00,70,134240,4061,180,False,PT2M21S,141,hd,false,True,Andrea|Bocelli|Matteo|Virginia|E'Natale!|(Visualiser)|Decca|(UMO)|(Classics)|Holiday,10,en,none,2023,1034,False,False,2.35,0.030251787842669846,0.0013408820023837903,129.82591876208897
M9ojuTFghJ0,"Andrea Bocelli, Virginia Bocelli - Silver Bells (Visualiser)","‘Silver Bells"" from the Deluxe Edition of Andrea, Matteo & Virginia Bocelli’s magical album ‘A Family Christmas’, featuring four brand new recordings and five additional bonus tracks ‘A Family Christmas’ Deluxe Edition is out now: 

Listen to ‘Silver Bells’ and order the album here: https://AndreaBocelli.lnk.to/FamilyChristmasDeluxeID
 
Join Andrea’s mailing list to receive updates about the “A Bocelli Family Christmas”: https://AndreaBocelli.lnk.to/NewsletterID 


Management:              Veronica Bocelli for Almud
                                       Francesco Pasquero/Scott Rodger/Lucie Panton for Maverick
 
Follow Andrea Bocelli: 
Facebook - https://www.facebook.com/AndreaBocelli 
Instagram - https://www.instagram.com/AndreaBocelli 
Twitter - https://twitter.com/AndreaBocelli 
YouTube -  https://www.youtube.com/user/andreabocelli
TikTok - https://www.tiktok.com/@andreabocelliof 

Follow Virginia: 
Instagram: https://www.instagram.com/virginiabocelli
TikTok: https://www.tiktok.com/@virginiabocelli 
Facebook: https://www.facebook.com/virginiabocelli 
Twitter: https://twitter.com/virginiabocelli 

Music video by Andrea Bocelli, Matteo Bocelli, Virginia Bocelli performing Silver Bells (Visualiser). A Decca/Capitol Records Recording; © 2023 Andrea Bocelli, under exclusive licence to Universal Music Operations Limited

http://vevo.ly/4zxN4m",2023-11-10 00:00:16+00:00,71,224802,6844,332,False,PT2M37S,157,hd,false,True,Andrea|Bocelli|Matteo|Virginia|Silver|Bells|(Visualiser)|Decca|(UMO)|(Classics)|Holiday,10,en,none,2023,1034,False,False,2.6166666666666667,0.030444568998496454,0.001476855188121102,217.41005802707932
uTySS4VfK9E,The Deluxe Edition of 'A Family Christmas' is out 10th November.,,2023-10-19 15:46:55+00:00,72,85604,5812,124,False,PT31S,31,hd,false,False,,10,en-GB,none,2023,1055,False,True,0.5166666666666667,0.06789402364375496,0.0014485304425026868,81.14123222748815
nHE_pUA78Kg,"Andrea Bocelli, Matteo Bocelli, Virginia Bocelli - Let It Snow","Music video by Andrea Bocelli, Matteo Bocelli, Virginia Bocelli performing Let It Snow.© 2023 Andrea Bocelli, under exclusive licence to Universal Music Operations Limited",2023-10-19 08:00:31+00:00,73,1461190,23740,659,False,PT1M58S,118,hd,true,True,Andrea Bocelli|Matteo Bocelli|Virginia Bocelli|Decca (UMO) (Classics)|Holiday,10,en,none,2023,1055,False,False,1.9666666666666666,0.016247031529096147,0.0004510022652769318,1385.0142180094788
uV_Q8MWYkqs,"Riding through Central Park, #ny",,2023-03-25 10:33:13+00:00,74,80698,4932,135,False,PT39S,39,hd,false,False,,10,it,none,2023,1263,False,True,0.65,0.061116756301271405,0.001672903913355969,63.893903404592244
9giIQ8OyOaI,"Andrea Bocelli, Matteo Bocelli, Virginia Bocelli - Away In A Manger","Music video by Andrea Bocelli, Matteo Bocelli, Virginia Bocelli performing Away In A Manger. A Decca/Capitol Records Recording; © 2022 Andrea & Matteo Bocelli, under exclusive licence to Universal Music Operations Ltd

Subscribe to Andrea Bocelli’s YouTube channel & ring the bell to never miss a new video: https://AndreaBocelli.lnk.to/YTSignUpID

Sign up for Andrea Bocelli’s Email List: https://AndreaBocelli.lnk.to/MailingListSignUpID

Follow Andrea Bocelli: 
Instagram: https://www.instagram.com/andreabocelliofficial
Facebook: https://www.facebook.com/andreabocelli/YouTube
YouTube: https://www.youtube.com/channel/UCb4JB8-ZAeceuR7EPCPOPzg
TikTok:  https://www.tiktok.com/@andreabocelliof?lang=en
X: https://x.com/AndreaBocelliWebsite
Website: https://www.andreabocelli.com/
#AndreaBocelli #Bocelli 

http://vevo.ly/nPbfo2",2022-12-31 17:00:05+00:00,75,1964056,29104,1411,False,PT2M43S,163,hd,true,True,Andrea Bocelli|Matteo Bocelli|Virginia Bocelli|Decca (UMO) (Classics)|Holiday,10,en,none,2022,1347,False,False,2.716666666666667,0.014818314752736175,0.0007184112876618589,1458.0965107646623
v3Xy1FaBlWg,To you and your family our best wishes for a #MerryChristmas! 🌟,,2022-12-25 09:54:05+00:00,76,149614,14260,578,False,PT1M,60,hd,false,False,,10,en,none,2022,1353,False,True,1.0,0.09531193604876549,0.0038632748272220516,110.57945306725794
